"","CAMPUS","GRDTYPE","value","n.d.r","year","subject","demographics"
"33473",57905197,"E",NA,"N","17","AR042","C400"
"33474",57905198,"E",NA,"N","17","AR042","C400"
"33475",57905199,"E",NA,"N","17","AR042","C400"
"33476",57905200,"E",NA,"N","17","AR042","C400"
"33477",57905201,"E",NA,"N","17","AR042","C400"
"33478",57905202,"E",NA,"N","17","AR042","C400"
"33479",57905203,"E",NA,"N","17","AR042","C400"
"33480",57905204,"E",NA,"N","17","AR042","C400"
"33481",57905205,"E",NA,"N","17","AR042","C400"
"33482",57905206,"E",NA,"N","17","AR042","C400"
"33483",57905207,"E",NA,"N","17","AR042","C400"
"33484",57905208,"E",NA,"N","17","AR042","C400"
"33485",57905209,"E",NA,"N","17","AR042","C400"
"33486",57905210,"E",NA,"N","17","AR042","C400"
"33487",57905211,"E",NA,"N","17","AR042","C400"
"33488",57905212,"E",NA,"N","17","AR042","C400"
"33489",57905213,"E",NA,"N","17","AR042","C400"
"33490",57905215,"E",NA,"N","17","AR042","C400"
"33491",57905216,"E",NA,"N","17","AR042","C400"
"33492",57905217,"E",NA,"N","17","AR042","C400"
"33493",57905218,"E",NA,"N","17","AR042","C400"
"33494",57905219,"E",NA,"N","17","AR042","C400"
"33495",57905220,"E",NA,"N","17","AR042","C400"
"33496",57905222,"E",NA,"N","17","AR042","C400"
"33497",57905224,"E",NA,"N","17","AR042","C400"
"33498",57905225,"E",NA,"N","17","AR042","C400"
"33499",57905226,"E",NA,"N","17","AR042","C400"
"33500",57905228,"E",NA,"N","17","AR042","C400"
"33501",57905229,"E",NA,"N","17","AR042","C400"
"33502",57905230,"E",NA,"N","17","AR042","C400"
"33503",57905232,"E",NA,"N","17","AR042","C400"
"33504",57905233,"E",NA,"N","17","AR042","C400"
"33505",57905234,"E",NA,"N","17","AR042","C400"
"33506",57905235,"E",NA,"N","17","AR042","C400"
"33507",57905236,"E",NA,"N","17","AR042","C400"
"33508",57905237,"E",NA,"N","17","AR042","C400"
"33509",57905239,"E",NA,"N","17","AR042","C400"
"33510",57905240,"E",NA,"N","17","AR042","C400"
"33511",57905241,"E",NA,"N","17","AR042","C400"
"33512",57905244,"E",NA,"N","17","AR042","C400"
"33513",57905247,"E",NA,"N","17","AR042","C400"
"33514",57905250,"E",NA,"N","17","AR042","C400"
"33515",57905260,"E",NA,"N","17","AR042","C400"
"33516",57905263,"E",NA,"N","17","AR042","C400"
"33517",57905264,"E",NA,"N","17","AR042","C400"
"33518",57905265,"E",NA,"N","17","AR042","C400"
"33519",57905266,"E",NA,"N","17","AR042","C400"
"33520",57905268,"E",NA,"N","17","AR042","C400"
"33521",57905269,"E",NA,"N","17","AR042","C400"
"33522",57905270,"E",NA,"N","17","AR042","C400"
"33523",57905271,"E",NA,"N","17","AR042","C400"
"33524",57905272,"E",NA,"N","17","AR042","C400"
"33525",57905273,"E",NA,"N","17","AR042","C400"
"33526",57905274,"E",NA,"N","17","AR042","C400"
"33527",57905275,"E",NA,"N","17","AR042","C400"
"33528",57905276,"E",NA,"N","17","AR042","C400"
"33529",57905277,"E",NA,"N","17","AR042","C400"
"33530",57905278,"E",NA,"N","17","AR042","C400"
"33531",57905279,"E",NA,"N","17","AR042","C400"
"33532",57905280,"E",NA,"N","17","AR042","C400"
"33533",57905281,"E",NA,"N","17","AR042","C400"
"33534",57905283,"E",NA,"N","17","AR042","C400"
"33535",57905284,"E",NA,"N","17","AR042","C400"
"33536",57905285,"E",NA,"N","17","AR042","C400"
"33537",57905286,"E",NA,"N","17","AR042","C400"
"33538",57905287,"E",NA,"N","17","AR042","C400"
"33539",57905289,"E",NA,"N","17","AR042","C400"
"33540",57905301,"E",NA,"N","17","AR042","C400"
"33541",57905302,"E",NA,"N","17","AR042","C400"
"33542",57905303,"E",NA,"N","17","AR042","C400"
"33543",57905304,"E",NA,"N","17","AR042","C400"
"33544",57905305,"E",NA,"N","17","AR042","C400"
"33545",57905306,"E",NA,"N","17","AR042","C400"
"33546",57905352,"M",NA,"N","17","AR042","C400"
"33547",57905353,"M",NA,"N","17","AR042","C400"
"33548",57905354,"M",NA,"N","17","AR042","C400"
"33549",57905355,"M",NA,"N","17","AR042","C400"
"33550",57905356,"M",NA,"N","17","AR042","C400"
"33551",57905357,"M",NA,"N","17","AR042","C400"
"33552",57905358,"M",NA,"N","17","AR042","C400"
"33553",57905359,"M",NA,"N","17","AR042","C400"
"33554",57905360,"M",NA,"N","17","AR042","C400"
"33555",57905380,"S",NA,"N","17","AR042","C400"
"33556",57905381,"S",NA,"N","17","AR042","C400"
"33557",57905382,"S",NA,"N","17","AR042","C400"
"33558",57905389,"S",NA,"N","17","AR042","C400"
"33559",57905001,"S",NA,"D","17","AR042","C400"
"33560",57905002,"S",NA,"D","17","AR042","C400"
"33561",57905003,"S",NA,"D","17","AR042","C400"
"33562",57905005,"S",NA,"D","17","AR042","C400"
"33563",57905006,"S",NA,"D","17","AR042","C400"
"33564",57905007,"S",NA,"D","17","AR042","C400"
"33565",57905008,"S",NA,"D","17","AR042","C400"
"33566",57905009,"S",NA,"D","17","AR042","C400"
"33567",57905011,"M",NA,"D","17","AR042","C400"
"33568",57905012,"S",NA,"D","17","AR042","C400"
"33569",57905013,"S",NA,"D","17","AR042","C400"
"33570",57905014,"S",NA,"D","17","AR042","C400"
"33571",57905015,"S",NA,"D","17","AR042","C400"
"33572",57905016,"S",NA,"D","17","AR042","C400"
"33573",57905017,"S",NA,"D","17","AR042","C400"
"33574",57905018,"S",NA,"D","17","AR042","C400"
"33575",57905021,"S",NA,"D","17","AR042","C400"
"33576",57905022,"S",NA,"D","17","AR042","C400"
"33577",57905023,"S",NA,"D","17","AR042","C400"
"33578",57905024,"S",NA,"D","17","AR042","C400"
"33579",57905025,"S",NA,"D","17","AR042","C400"
"33580",57905026,"S",NA,"D","17","AR042","C400"
"33581",57905028,"S",NA,"D","17","AR042","C400"
"33582",57905029,"S",NA,"D","17","AR042","C400"
"33583",57905030,"S",NA,"D","17","AR042","C400"
"33584",57905032,"S",NA,"D","17","AR042","C400"
"33585",57905033,"S",NA,"D","17","AR042","C400"
"33586",57905034,"S",NA,"D","17","AR042","C400"
"33587",57905035,"S",NA,"D","17","AR042","C400"
"33588",57905036,"S",NA,"D","17","AR042","C400"
"33589",57905037,"S",NA,"D","17","AR042","C400"
"33590",57905038,"S",NA,"D","17","AR042","C400"
"33591",57905039,"S",NA,"D","17","AR042","C400"
"33592",57905042,"M",NA,"D","17","AR042","C400"
"33593",57905043,"M",NA,"D","17","AR042","C400"
"33594",57905044,"M",NA,"D","17","AR042","C400"
"33595",57905045,"M",NA,"D","17","AR042","C400"
"33596",57905046,"M",NA,"D","17","AR042","C400"
"33597",57905047,"M",NA,"D","17","AR042","C400"
"33598",57905048,"M",NA,"D","17","AR042","C400"
"33599",57905049,"M",NA,"D","17","AR042","C400"
"33600",57905050,"M",NA,"D","17","AR042","C400"
"33601",57905051,"M",NA,"D","17","AR042","C400"
"33602",57905052,"M",NA,"D","17","AR042","C400"
"33603",57905053,"M",NA,"D","17","AR042","C400"
"33604",57905054,"M",NA,"D","17","AR042","C400"
"33605",57905055,"M",NA,"D","17","AR042","C400"
"33606",57905056,"M",NA,"D","17","AR042","C400"
"33607",57905057,"M",NA,"D","17","AR042","C400"
"33608",57905058,"M",NA,"D","17","AR042","C400"
"33609",57905059,"M",NA,"D","17","AR042","C400"
"33610",57905060,"M",NA,"D","17","AR042","C400"
"33611",57905062,"M",NA,"D","17","AR042","C400"
"33612",57905066,"M",NA,"D","17","AR042","C400"
"33613",57905068,"M",NA,"D","17","AR042","C400"
"33614",57905069,"M",NA,"D","17","AR042","C400"
"33615",57905071,"M",NA,"D","17","AR042","C400"
"33616",57905072,"M",NA,"D","17","AR042","C400"
"33617",57905073,"M",NA,"D","17","AR042","C400"
"33618",57905074,"M",NA,"D","17","AR042","C400"
"33619",57905075,"M",NA,"D","17","AR042","C400"
"33620",57905076,"M",NA,"D","17","AR042","C400"
"33621",57905077,"M",NA,"D","17","AR042","C400"
"33622",57905079,"M",NA,"D","17","AR042","C400"
"33623",57905083,"M",NA,"D","17","AR042","C400"
"33624",57905085,"S",NA,"D","17","AR042","C400"
"33625",57905088,"S",NA,"D","17","AR042","C400"
"33626",57905090,"S",NA,"D","17","AR042","C400"
"33627",57905100,"M",NA,"D","17","AR042","C400"
"33628",57905101,"E",NA,"D","17","AR042","C400"
"33629",57905102,"E",NA,"D","17","AR042","C400"
"33630",57905103,"E",NA,"D","17","AR042","C400"
"33631",57905104,"E",NA,"D","17","AR042","C400"
"33632",57905105,"E",NA,"D","17","AR042","C400"
"33633",57905107,"E",NA,"D","17","AR042","C400"
"33634",57905108,"E",NA,"D","17","AR042","C400"
"33635",57905109,"E",NA,"D","17","AR042","C400"
"33636",57905110,"E",NA,"D","17","AR042","C400"
"33637",57905112,"E",NA,"D","17","AR042","C400"
"33638",57905114,"E",NA,"D","17","AR042","C400"
"33639",57905115,"E",NA,"D","17","AR042","C400"
"33640",57905116,"E",NA,"D","17","AR042","C400"
"33641",57905117,"E",NA,"D","17","AR042","C400"
"33642",57905118,"E",NA,"D","17","AR042","C400"
"33643",57905119,"E",NA,"D","17","AR042","C400"
"33644",57905120,"E",NA,"D","17","AR042","C400"
"33645",57905121,"E",NA,"D","17","AR042","C400"
"33646",57905122,"E",NA,"D","17","AR042","C400"
"33647",57905124,"E",NA,"D","17","AR042","C400"
"33648",57905125,"E",NA,"D","17","AR042","C400"
"33649",57905126,"E",NA,"D","17","AR042","C400"
"33650",57905128,"E",NA,"D","17","AR042","C400"
"33651",57905129,"E",NA,"D","17","AR042","C400"
"33652",57905130,"E",NA,"D","17","AR042","C400"
"33653",57905131,"E",NA,"D","17","AR042","C400"
"33654",57905133,"E",NA,"D","17","AR042","C400"
"33655",57905134,"E",NA,"D","17","AR042","C400"
"33656",57905135,"E",NA,"D","17","AR042","C400"
"33657",57905136,"E",NA,"D","17","AR042","C400"
"33658",57905137,"E",NA,"D","17","AR042","C400"
"33659",57905139,"E",NA,"D","17","AR042","C400"
"33660",57905140,"E",NA,"D","17","AR042","C400"
"33661",57905141,"E",NA,"D","17","AR042","C400"
"33662",57905142,"E",NA,"D","17","AR042","C400"
"33663",57905144,"E",NA,"D","17","AR042","C400"
"33664",57905145,"E",NA,"D","17","AR042","C400"
"33665",57905147,"E",NA,"D","17","AR042","C400"
"33666",57905148,"E",NA,"D","17","AR042","C400"
"33667",57905149,"E",NA,"D","17","AR042","C400"
"33668",57905152,"E",NA,"D","17","AR042","C400"
"33669",57905153,"E",NA,"D","17","AR042","C400"
"33670",57905154,"E",NA,"D","17","AR042","C400"
"33671",57905155,"E",NA,"D","17","AR042","C400"
"33672",57905156,"E",NA,"D","17","AR042","C400"
"33673",57905157,"E",NA,"D","17","AR042","C400"
"33674",57905158,"E",NA,"D","17","AR042","C400"
"33675",57905159,"E",NA,"D","17","AR042","C400"
"33676",57905160,"E",NA,"D","17","AR042","C400"
"33677",57905161,"E",NA,"D","17","AR042","C400"
"33678",57905162,"E",NA,"D","17","AR042","C400"
"33679",57905163,"E",NA,"D","17","AR042","C400"
"33680",57905164,"E",NA,"D","17","AR042","C400"
"33681",57905166,"E",NA,"D","17","AR042","C400"
"33682",57905167,"E",NA,"D","17","AR042","C400"
"33683",57905168,"E",NA,"D","17","AR042","C400"
"33684",57905169,"E",NA,"D","17","AR042","C400"
"33685",57905170,"E",NA,"D","17","AR042","C400"
"33686",57905171,"E",NA,"D","17","AR042","C400"
"33687",57905172,"E",NA,"D","17","AR042","C400"
"33688",57905173,"E",NA,"D","17","AR042","C400"
"33689",57905174,"E",NA,"D","17","AR042","C400"
"33690",57905175,"E",NA,"D","17","AR042","C400"
"33691",57905176,"E",NA,"D","17","AR042","C400"
"33692",57905177,"E",NA,"D","17","AR042","C400"
"33693",57905178,"E",NA,"D","17","AR042","C400"
"33694",57905180,"E",NA,"D","17","AR042","C400"
"33695",57905181,"E",NA,"D","17","AR042","C400"
"33696",57905182,"E",NA,"D","17","AR042","C400"
"33697",57905183,"E",NA,"D","17","AR042","C400"
"33698",57905184,"E",NA,"D","17","AR042","C400"
"33699",57905185,"E",NA,"D","17","AR042","C400"
"33700",57905186,"E",NA,"D","17","AR042","C400"
"33701",57905187,"E",NA,"D","17","AR042","C400"
"33702",57905188,"E",NA,"D","17","AR042","C400"
"33703",57905189,"E",NA,"D","17","AR042","C400"
"33704",57905190,"E",NA,"D","17","AR042","C400"
"33705",57905191,"E",NA,"D","17","AR042","C400"
"33706",57905192,"E",NA,"D","17","AR042","C400"
"33707",57905193,"E",NA,"D","17","AR042","C400"
"33708",57905194,"E",NA,"D","17","AR042","C400"
"33709",57905195,"E",NA,"D","17","AR042","C400"
"33710",57905196,"E",NA,"D","17","AR042","C400"
"33711",57905197,"E",NA,"D","17","AR042","C400"
"33712",57905198,"E",NA,"D","17","AR042","C400"
"33713",57905199,"E",NA,"D","17","AR042","C400"
"33714",57905200,"E",NA,"D","17","AR042","C400"
"33715",57905201,"E",NA,"D","17","AR042","C400"
"33716",57905202,"E",NA,"D","17","AR042","C400"
"33717",57905203,"E",NA,"D","17","AR042","C400"
"33718",57905204,"E",NA,"D","17","AR042","C400"
"33719",57905205,"E",NA,"D","17","AR042","C400"
"33720",57905206,"E",NA,"D","17","AR042","C400"
"33721",57905207,"E",NA,"D","17","AR042","C400"
"33722",57905208,"E",NA,"D","17","AR042","C400"
"33723",57905209,"E",NA,"D","17","AR042","C400"
"33724",57905210,"E",NA,"D","17","AR042","C400"
"33725",57905211,"E",NA,"D","17","AR042","C400"
"33726",57905212,"E",NA,"D","17","AR042","C400"
"33727",57905213,"E",NA,"D","17","AR042","C400"
"33728",57905215,"E",NA,"D","17","AR042","C400"
"33729",57905216,"E",NA,"D","17","AR042","C400"
"33730",57905217,"E",NA,"D","17","AR042","C400"
"33731",57905218,"E",NA,"D","17","AR042","C400"
"33732",57905219,"E",NA,"D","17","AR042","C400"
"33733",57905220,"E",NA,"D","17","AR042","C400"
"33734",57905222,"E",NA,"D","17","AR042","C400"
"33735",57905224,"E",NA,"D","17","AR042","C400"
"33736",57905225,"E",NA,"D","17","AR042","C400"
"33737",57905226,"E",NA,"D","17","AR042","C400"
"33738",57905228,"E",NA,"D","17","AR042","C400"
"33739",57905229,"E",NA,"D","17","AR042","C400"
"33740",57905230,"E",NA,"D","17","AR042","C400"
"33741",57905232,"E",NA,"D","17","AR042","C400"
"33742",57905233,"E",NA,"D","17","AR042","C400"
"33743",57905234,"E",NA,"D","17","AR042","C400"
"33744",57905235,"E",NA,"D","17","AR042","C400"
"33745",57905236,"E",NA,"D","17","AR042","C400"
"33746",57905237,"E",NA,"D","17","AR042","C400"
"33747",57905239,"E",NA,"D","17","AR042","C400"
"33748",57905240,"E",NA,"D","17","AR042","C400"
"33749",57905241,"E",NA,"D","17","AR042","C400"
"33750",57905244,"E",NA,"D","17","AR042","C400"
"33751",57905247,"E",NA,"D","17","AR042","C400"
"33752",57905250,"E",NA,"D","17","AR042","C400"
"33753",57905260,"E",NA,"D","17","AR042","C400"
"33754",57905263,"E",NA,"D","17","AR042","C400"
"33755",57905264,"E",NA,"D","17","AR042","C400"
"33756",57905265,"E",NA,"D","17","AR042","C400"
"33757",57905266,"E",NA,"D","17","AR042","C400"
"33758",57905268,"E",NA,"D","17","AR042","C400"
"33759",57905269,"E",NA,"D","17","AR042","C400"
"33760",57905270,"E",NA,"D","17","AR042","C400"
"33761",57905271,"E",NA,"D","17","AR042","C400"
"33762",57905272,"E",NA,"D","17","AR042","C400"
"33763",57905273,"E",NA,"D","17","AR042","C400"
"33764",57905274,"E",NA,"D","17","AR042","C400"
"33765",57905275,"E",NA,"D","17","AR042","C400"
"33766",57905276,"E",NA,"D","17","AR042","C400"
"33767",57905277,"E",NA,"D","17","AR042","C400"
"33768",57905278,"E",NA,"D","17","AR042","C400"
"33769",57905279,"E",NA,"D","17","AR042","C400"
"33770",57905280,"E",NA,"D","17","AR042","C400"
"33771",57905281,"E",NA,"D","17","AR042","C400"
"33772",57905283,"E",NA,"D","17","AR042","C400"
"33773",57905284,"E",NA,"D","17","AR042","C400"
"33774",57905285,"E",NA,"D","17","AR042","C400"
"33775",57905286,"E",NA,"D","17","AR042","C400"
"33776",57905287,"E",NA,"D","17","AR042","C400"
"33777",57905289,"E",NA,"D","17","AR042","C400"
"33778",57905301,"E",NA,"D","17","AR042","C400"
"33779",57905302,"E",NA,"D","17","AR042","C400"
"33780",57905303,"E",NA,"D","17","AR042","C400"
"33781",57905304,"E",NA,"D","17","AR042","C400"
"33782",57905305,"E",NA,"D","17","AR042","C400"
"33783",57905306,"E",NA,"D","17","AR042","C400"
"33784",57905352,"M",NA,"D","17","AR042","C400"
"33785",57905353,"M",NA,"D","17","AR042","C400"
"33786",57905354,"M",NA,"D","17","AR042","C400"
"33787",57905355,"M",NA,"D","17","AR042","C400"
"33788",57905356,"M",NA,"D","17","AR042","C400"
"33789",57905357,"M",NA,"D","17","AR042","C400"
"33790",57905358,"M",NA,"D","17","AR042","C400"
"33791",57905359,"M",NA,"D","17","AR042","C400"
"33792",57905360,"M",NA,"D","17","AR042","C400"
"33793",57905380,"S",NA,"D","17","AR042","C400"
"33794",57905381,"S",NA,"D","17","AR042","C400"
"33795",57905382,"S",NA,"D","17","AR042","C400"
"33796",57905389,"S",NA,"D","17","AR042","C400"
"33797",57905001,"S",207,"N","17","AR042","CM00"
"33798",57905002,"S",124,"N","17","AR042","CM00"
"33799",57905003,"S",39,"N","17","AR042","CM00"
"33800",57905005,"S",190,"N","17","AR042","CM00"
"33801",57905006,"S",80,"N","17","AR042","CM00"
"33802",57905007,"S",110,"N","17","AR042","CM00"
"33803",57905008,"S",104,"N","17","AR042","CM00"
"33804",57905009,"S",29,"N","17","AR042","CM00"
"33805",57905011,"M",NA,"N","17","AR042","CM00"
"33806",57905012,"S",80,"N","17","AR042","CM00"
"33807",57905013,"S",30,"N","17","AR042","CM00"
"33808",57905014,"S",127,"N","17","AR042","CM00"
"33809",57905015,"S",104,"N","17","AR042","CM00"
"33810",57905016,"S",57,"N","17","AR042","CM00"
"33811",57905017,"S",100,"N","17","AR042","CM00"
"33812",57905018,"S",145,"N","17","AR042","CM00"
"33813",57905021,"S",189,"N","17","AR042","CM00"
"33814",57905022,"S",252,"N","17","AR042","CM00"
"33815",57905023,"S",75,"N","17","AR042","CM00"
"33816",57905024,"S",79,"N","17","AR042","CM00"
"33817",57905025,"S",443,"N","17","AR042","CM00"
"33818",57905026,"S",129,"N","17","AR042","CM00"
"33819",57905028,"S",80,"N","17","AR042","CM00"
"33820",57905029,"S",NA,"N","17","AR042","CM00"
"33821",57905030,"S",NA,"N","17","AR042","CM00"
"33822",57905032,"S",23,"N","17","AR042","CM00"
"33823",57905033,"S",146,"N","17","AR042","CM00"
"33824",57905034,"S",120,"N","17","AR042","CM00"
"33825",57905035,"S",NA,"N","17","AR042","CM00"
"33826",57905036,"S",61,"N","17","AR042","CM00"
"33827",57905037,"S",27,"N","17","AR042","CM00"
"33828",57905038,"S",57,"N","17","AR042","CM00"
"33829",57905039,"S",46,"N","17","AR042","CM00"
"33830",57905042,"M",89,"N","17","AR042","CM00"
"33831",57905043,"M",73,"N","17","AR042","CM00"
"33832",57905044,"M",51,"N","17","AR042","CM00"
"33833",57905045,"M",92,"N","17","AR042","CM00"
"33834",57905046,"M",163,"N","17","AR042","CM00"
"33835",57905047,"M",106,"N","17","AR042","CM00"
"33836",57905048,"M",128,"N","17","AR042","CM00"
"33837",57905049,"M",285,"N","17","AR042","CM00"
"33838",57905050,"M",99,"N","17","AR042","CM00"
"33839",57905051,"M",62,"N","17","AR042","CM00"
"33840",57905052,"M",93,"N","17","AR042","CM00"
"33841",57905053,"M",269,"N","17","AR042","CM00"
"33842",57905054,"M",98,"N","17","AR042","CM00"
"33843",57905055,"M",43,"N","17","AR042","CM00"
"33844",57905056,"M",107,"N","17","AR042","CM00"
"33845",57905057,"M",148,"N","17","AR042","CM00"
"33846",57905058,"M",151,"N","17","AR042","CM00"
"33847",57905059,"M",122,"N","17","AR042","CM00"
"33848",57905060,"M",42,"N","17","AR042","CM00"
"33849",57905062,"M",61,"N","17","AR042","CM00"
"33850",57905066,"M",60,"N","17","AR042","CM00"
"33851",57905068,"M",108,"N","17","AR042","CM00"
"33852",57905069,"M",129,"N","17","AR042","CM00"
"33853",57905071,"M",205,"N","17","AR042","CM00"
"33854",57905072,"M",31,"N","17","AR042","CM00"
"33855",57905073,"M",158,"N","17","AR042","CM00"
"33856",57905074,"M",37,"N","17","AR042","CM00"
"33857",57905075,"M",69,"N","17","AR042","CM00"
"33858",57905076,"M",74,"N","17","AR042","CM00"
"33859",57905077,"M",116,"N","17","AR042","CM00"
"33860",57905079,"M",84,"N","17","AR042","CM00"
"33861",57905083,"M",64,"N","17","AR042","CM00"
"33862",57905085,"S",41,"N","17","AR042","CM00"
"33863",57905088,"S",99,"N","17","AR042","CM00"
"33864",57905090,"S",49,"N","17","AR042","CM00"
"33865",57905100,"M",123,"N","17","AR042","CM00"
"33866",57905101,"E",66,"N","17","AR042","CM00"
"33867",57905102,"E",NA,"N","17","AR042","CM00"
"33868",57905103,"E",21,"N","17","AR042","CM00"
"33869",57905104,"E",62,"N","17","AR042","CM00"
"33870",57905105,"E",66,"N","17","AR042","CM00"
"33871",57905107,"E",38,"N","17","AR042","CM00"
"33872",57905108,"E",24,"N","17","AR042","CM00"
"33873",57905109,"E",34,"N","17","AR042","CM00"
"33874",57905110,"E",69,"N","17","AR042","CM00"
"33875",57905112,"E",35,"N","17","AR042","CM00"
"33876",57905114,"E",24,"N","17","AR042","CM00"
"33877",57905115,"E",26,"N","17","AR042","CM00"
"33878",57905116,"E",77,"N","17","AR042","CM00"
"33879",57905117,"E",40,"N","17","AR042","CM00"
"33880",57905118,"E",39,"N","17","AR042","CM00"
"33881",57905119,"E",37,"N","17","AR042","CM00"
"33882",57905120,"E",55,"N","17","AR042","CM00"
"33883",57905121,"E",10,"N","17","AR042","CM00"
"33884",57905122,"E",6,"N","17","AR042","CM00"
"33885",57905124,"E",8,"N","17","AR042","CM00"
"33886",57905125,"E",70,"N","17","AR042","CM00"
"33887",57905126,"E",42,"N","17","AR042","CM00"
"33888",57905128,"E",17,"N","17","AR042","CM00"
"33889",57905129,"E",38,"N","17","AR042","CM00"
"33890",57905130,"E",45,"N","17","AR042","CM00"
"33891",57905131,"E",26,"N","17","AR042","CM00"
"33892",57905133,"E",39,"N","17","AR042","CM00"
"33893",57905134,"E",63,"N","17","AR042","CM00"
"33894",57905135,"E",45,"N","17","AR042","CM00"
"33895",57905136,"E",36,"N","17","AR042","CM00"
"33896",57905137,"E",58,"N","17","AR042","CM00"
"33897",57905139,"E",20,"N","17","AR042","CM00"
"33898",57905140,"E",16,"N","17","AR042","CM00"
"33899",57905141,"E",13,"N","17","AR042","CM00"
"33900",57905142,"E",16,"N","17","AR042","CM00"
"33901",57905144,"E",17,"N","17","AR042","CM00"
"33902",57905145,"E",59,"N","17","AR042","CM00"
"33903",57905147,"E",63,"N","17","AR042","CM00"
"33904",57905148,"E",21,"N","17","AR042","CM00"
"33905",57905149,"E",42,"N","17","AR042","CM00"
"33906",57905152,"E",45,"N","17","AR042","CM00"
"33907",57905153,"E",68,"N","17","AR042","CM00"
"33908",57905154,"E",63,"N","17","AR042","CM00"
"33909",57905155,"E",54,"N","17","AR042","CM00"
"33910",57905156,"E",33,"N","17","AR042","CM00"
"33911",57905157,"E",19,"N","17","AR042","CM00"
"33912",57905158,"E",39,"N","17","AR042","CM00"
"33913",57905159,"E",33,"N","17","AR042","CM00"
"33914",57905160,"E",19,"N","17","AR042","CM00"
"33915",57905161,"E",26,"N","17","AR042","CM00"
"33916",57905162,"E",82,"N","17","AR042","CM00"
"33917",57905163,"E",20,"N","17","AR042","CM00"
"33918",57905164,"E",48,"N","17","AR042","CM00"
"33919",57905166,"E",37,"N","17","AR042","CM00"
"33920",57905167,"E",40,"N","17","AR042","CM00"
"33921",57905168,"E",46,"N","17","AR042","CM00"
"33922",57905169,"E",42,"N","17","AR042","CM00"
"33923",57905170,"E",45,"N","17","AR042","CM00"
"33924",57905171,"E",153,"N","17","AR042","CM00"
"33925",57905172,"E",79,"N","17","AR042","CM00"
"33926",57905173,"E",51,"N","17","AR042","CM00"
"33927",57905174,"E",18,"N","17","AR042","CM00"
"33928",57905175,"E",42,"N","17","AR042","CM00"
"33929",57905176,"E",32,"N","17","AR042","CM00"
"33930",57905177,"E",51,"N","17","AR042","CM00"
"33931",57905178,"E",33,"N","17","AR042","CM00"
"33932",57905180,"E",49,"N","17","AR042","CM00"
"33933",57905181,"E",39,"N","17","AR042","CM00"
"33934",57905182,"E",67,"N","17","AR042","CM00"
"33935",57905183,"E",44,"N","17","AR042","CM00"
"33936",57905184,"E",32,"N","17","AR042","CM00"
"33937",57905185,"E",39,"N","17","AR042","CM00"
"33938",57905186,"E",22,"N","17","AR042","CM00"
"33939",57905187,"E",75,"N","17","AR042","CM00"
"33940",57905188,"E",36,"N","17","AR042","CM00"
"33941",57905189,"E",13,"N","17","AR042","CM00"
"33942",57905190,"E",42,"N","17","AR042","CM00"
"33943",57905191,"E",19,"N","17","AR042","CM00"
"33944",57905192,"E",22,"N","17","AR042","CM00"
"33945",57905193,"E",50,"N","17","AR042","CM00"
"33946",57905194,"E",50,"N","17","AR042","CM00"
"33947",57905195,"E",52,"N","17","AR042","CM00"
"33948",57905196,"E",11,"N","17","AR042","CM00"
"33949",57905197,"E",30,"N","17","AR042","CM00"
"33950",57905198,"E",44,"N","17","AR042","CM00"
"33951",57905199,"E",65,"N","17","AR042","CM00"
"33952",57905200,"E",25,"N","17","AR042","CM00"
"33953",57905201,"E",56,"N","17","AR042","CM00"
"33954",57905202,"E",37,"N","17","AR042","CM00"
"33955",57905203,"E",45,"N","17","AR042","CM00"
"33956",57905204,"E",105,"N","17","AR042","CM00"
"33957",57905205,"E",40,"N","17","AR042","CM00"
"33958",57905206,"E",55,"N","17","AR042","CM00"
"33959",57905207,"E",44,"N","17","AR042","CM00"
"33960",57905208,"E",29,"N","17","AR042","CM00"
"33961",57905209,"E",75,"N","17","AR042","CM00"
"33962",57905210,"E",74,"N","17","AR042","CM00"
"33963",57905211,"E",32,"N","17","AR042","CM00"
"33964",57905212,"E",32,"N","17","AR042","CM00"
"33965",57905213,"E",26,"N","17","AR042","CM00"
"33966",57905215,"E",19,"N","17","AR042","CM00"
"33967",57905216,"E",38,"N","17","AR042","CM00"
"33968",57905217,"E",89,"N","17","AR042","CM00"
"33969",57905218,"E",52,"N","17","AR042","CM00"
"33970",57905219,"E",27,"N","17","AR042","CM00"
"33971",57905220,"E",20,"N","17","AR042","CM00"
"33972",57905222,"E",55,"N","17","AR042","CM00"
"33973",57905224,"E",38,"N","17","AR042","CM00"
"33974",57905225,"E",25,"N","17","AR042","CM00"
"33975",57905226,"E",46,"N","17","AR042","CM00"
"33976",57905228,"E",24,"N","17","AR042","CM00"
"33977",57905229,"E",71,"N","17","AR042","CM00"
"33978",57905230,"E",52,"N","17","AR042","CM00"
"33979",57905232,"E",47,"N","17","AR042","CM00"
"33980",57905233,"E",53,"N","17","AR042","CM00"
"33981",57905234,"E",62,"N","17","AR042","CM00"
"33982",57905235,"E",21,"N","17","AR042","CM00"
"33983",57905236,"E",21,"N","17","AR042","CM00"
"33984",57905237,"E",58,"N","17","AR042","CM00"
"33985",57905239,"E",77,"N","17","AR042","CM00"
"33986",57905240,"E",44,"N","17","AR042","CM00"
"33987",57905241,"E",NA,"N","17","AR042","CM00"
"33988",57905244,"E",57,"N","17","AR042","CM00"
"33989",57905247,"E",55,"N","17","AR042","CM00"
