"","CAMPUS","GRDTYPE","value","n.d.r","year","subject","demographics"
"18811",57905011,"M",NA,"R","17","AR01S","CM00"
"18812",57905012,"S",45,"R","17","AR01S","CM00"
"18813",57905013,"S",34,"R","17","AR01S","CM00"
"18814",57905014,"S",44,"R","17","AR01S","CM00"
"18815",57905015,"S",45,"R","17","AR01S","CM00"
"18816",57905016,"S",32,"R","17","AR01S","CM00"
"18817",57905017,"S",41,"R","17","AR01S","CM00"
"18818",57905018,"S",49,"R","17","AR01S","CM00"
"18819",57905021,"S",50,"R","17","AR01S","CM00"
"18820",57905022,"S",61,"R","17","AR01S","CM00"
"18821",57905023,"S",39,"R","17","AR01S","CM00"
"18822",57905024,"S",45,"R","17","AR01S","CM00"
"18823",57905025,"S",54,"R","17","AR01S","CM00"
"18824",57905026,"S",99,"R","17","AR01S","CM00"
"18825",57905028,"S",42,"R","17","AR01S","CM00"
"18826",57905029,"S",NA,"R","17","AR01S","CM00"
"18827",57905030,"S",NA,"R","17","AR01S","CM00"
"18828",57905032,"S",33,"R","17","AR01S","CM00"
"18829",57905033,"S",99,"R","17","AR01S","CM00"
"18830",57905034,"S",94,"R","17","AR01S","CM00"
"18831",57905035,"S",NA,"R","17","AR01S","CM00"
"18832",57905036,"S",100,"R","17","AR01S","CM00"
"18833",57905037,"S",100,"R","17","AR01S","CM00"
"18834",57905038,"S",97,"R","17","AR01S","CM00"
"18835",57905039,"S",100,"R","17","AR01S","CM00"
"18836",57905042,"M",54,"R","17","AR01S","CM00"
"18837",57905043,"M",61,"R","17","AR01S","CM00"
"18838",57905044,"M",52,"R","17","AR01S","CM00"
"18839",57905045,"M",53,"R","17","AR01S","CM00"
"18840",57905046,"M",52,"R","17","AR01S","CM00"
"18841",57905047,"M",65,"R","17","AR01S","CM00"
"18842",57905048,"M",59,"R","17","AR01S","CM00"
"18843",57905049,"M",75,"R","17","AR01S","CM00"
"18844",57905050,"M",58,"R","17","AR01S","CM00"
"18845",57905051,"M",54,"R","17","AR01S","CM00"
"18846",57905052,"M",50,"R","17","AR01S","CM00"
"18847",57905053,"M",65,"R","17","AR01S","CM00"
"18848",57905054,"M",53,"R","17","AR01S","CM00"
"18849",57905055,"M",50,"R","17","AR01S","CM00"
"18850",57905056,"M",66,"R","17","AR01S","CM00"
"18851",57905057,"M",100,"R","17","AR01S","CM00"
"18852",57905058,"M",68,"R","17","AR01S","CM00"
"18853",57905059,"M",52,"R","17","AR01S","CM00"
"18854",57905060,"M",44,"R","17","AR01S","CM00"
"18855",57905062,"M",42,"R","17","AR01S","CM00"
"18856",57905066,"M",99,"R","17","AR01S","CM00"
"18857",57905068,"M",54,"R","17","AR01S","CM00"
"18858",57905069,"M",57,"R","17","AR01S","CM00"
"18859",57905071,"M",100,"R","17","AR01S","CM00"
"18860",57905072,"M",49,"R","17","AR01S","CM00"
"18861",57905073,"M",100,"R","17","AR01S","CM00"
"18862",57905074,"M",45,"R","17","AR01S","CM00"
"18863",57905075,"M",99,"R","17","AR01S","CM00"
"18864",57905076,"M",45,"R","17","AR01S","CM00"
"18865",57905077,"M",66,"R","17","AR01S","CM00"
"18866",57905079,"M",57,"R","17","AR01S","CM00"
"18867",57905083,"M",47,"R","17","AR01S","CM00"
"18868",57905085,"S",93,"R","17","AR01S","CM00"
"18869",57905088,"S",99,"R","17","AR01S","CM00"
"18870",57905090,"S",100,"R","17","AR01S","CM00"
"18871",57905100,"M",59,"R","17","AR01S","CM00"
"18872",57905101,"E",60,"R","17","AR01S","CM00"
"18873",57905102,"E",NA,"R","17","AR01S","CM00"
"18874",57905103,"E",55,"R","17","AR01S","CM00"
"18875",57905104,"E",63,"R","17","AR01S","CM00"
"18876",57905105,"E",76,"R","17","AR01S","CM00"
"18877",57905107,"E",61,"R","17","AR01S","CM00"
"18878",57905108,"E",51,"R","17","AR01S","CM00"
"18879",57905109,"E",53,"R","17","AR01S","CM00"
"18880",57905110,"E",75,"R","17","AR01S","CM00"
"18881",57905112,"E",68,"R","17","AR01S","CM00"
"18882",57905114,"E",42,"R","17","AR01S","CM00"
"18883",57905115,"E",53,"R","17","AR01S","CM00"
"18884",57905116,"E",72,"R","17","AR01S","CM00"
"18885",57905117,"E",58,"R","17","AR01S","CM00"
"18886",57905118,"E",64,"R","17","AR01S","CM00"
"18887",57905119,"E",62,"R","17","AR01S","CM00"
"18888",57905120,"E",63,"R","17","AR01S","CM00"
"18889",57905121,"E",49,"R","17","AR01S","CM00"
"18890",57905122,"E",43,"R","17","AR01S","CM00"
"18891",57905124,"E",43,"R","17","AR01S","CM00"
"18892",57905125,"E",75,"R","17","AR01S","CM00"
"18893",57905126,"E",72,"R","17","AR01S","CM00"
"18894",57905128,"E",35,"R","17","AR01S","CM00"
"18895",57905129,"E",52,"R","17","AR01S","CM00"
"18896",57905130,"E",63,"R","17","AR01S","CM00"
"18897",57905131,"E",76,"R","17","AR01S","CM00"
"18898",57905133,"E",47,"R","17","AR01S","CM00"
"18899",57905134,"E",99,"R","17","AR01S","CM00"
"18900",57905135,"E",77,"R","17","AR01S","CM00"
"18901",57905136,"E",73,"R","17","AR01S","CM00"
"18902",57905137,"E",82,"R","17","AR01S","CM00"
"18903",57905139,"E",38,"R","17","AR01S","CM00"
"18904",57905140,"E",61,"R","17","AR01S","CM00"
"18905",57905141,"E",56,"R","17","AR01S","CM00"
"18906",57905142,"E",43,"R","17","AR01S","CM00"
"18907",57905144,"E",63,"R","17","AR01S","CM00"
"18908",57905145,"E",66,"R","17","AR01S","CM00"
"18909",57905147,"E",76,"R","17","AR01S","CM00"
"18910",57905148,"E",70,"R","17","AR01S","CM00"
"18911",57905149,"E",74,"R","17","AR01S","CM00"
"18912",57905152,"E",67,"R","17","AR01S","CM00"
"18913",57905153,"E",75,"R","17","AR01S","CM00"
"18914",57905154,"E",67,"R","17","AR01S","CM00"
"18915",57905155,"E",56,"R","17","AR01S","CM00"
"18916",57905156,"E",66,"R","17","AR01S","CM00"
"18917",57905157,"E",53,"R","17","AR01S","CM00"
"18918",57905158,"E",61,"R","17","AR01S","CM00"
"18919",57905159,"E",54,"R","17","AR01S","CM00"
"18920",57905160,"E",79,"R","17","AR01S","CM00"
"18921",57905161,"E",47,"R","17","AR01S","CM00"
"18922",57905162,"E",91,"R","17","AR01S","CM00"
"18923",57905163,"E",46,"R","17","AR01S","CM00"
"18924",57905164,"E",60,"R","17","AR01S","CM00"
"18925",57905166,"E",62,"R","17","AR01S","CM00"
"18926",57905167,"E",60,"R","17","AR01S","CM00"
"18927",57905168,"E",62,"R","17","AR01S","CM00"
"18928",57905169,"E",75,"R","17","AR01S","CM00"
"18929",57905170,"E",65,"R","17","AR01S","CM00"
"18930",57905171,"E",97,"R","17","AR01S","CM00"
"18931",57905172,"E",75,"R","17","AR01S","CM00"
"18932",57905173,"E",79,"R","17","AR01S","CM00"
"18933",57905174,"E",66,"R","17","AR01S","CM00"
"18934",57905175,"E",60,"R","17","AR01S","CM00"
"18935",57905176,"E",68,"R","17","AR01S","CM00"
"18936",57905177,"E",67,"R","17","AR01S","CM00"
"18937",57905178,"E",74,"R","17","AR01S","CM00"
"18938",57905180,"E",74,"R","17","AR01S","CM00"
"18939",57905181,"E",67,"R","17","AR01S","CM00"
"18940",57905182,"E",64,"R","17","AR01S","CM00"
"18941",57905183,"E",66,"R","17","AR01S","CM00"
"18942",57905184,"E",81,"R","17","AR01S","CM00"
"18943",57905185,"E",73,"R","17","AR01S","CM00"
"18944",57905186,"E",53,"R","17","AR01S","CM00"
"18945",57905187,"E",73,"R","17","AR01S","CM00"
"18946",57905188,"E",44,"R","17","AR01S","CM00"
"18947",57905189,"E",57,"R","17","AR01S","CM00"
"18948",57905190,"E",69,"R","17","AR01S","CM00"
"18949",57905191,"E",47,"R","17","AR01S","CM00"
"18950",57905192,"E",66,"R","17","AR01S","CM00"
"18951",57905193,"E",76,"R","17","AR01S","CM00"
"18952",57905194,"E",75,"R","17","AR01S","CM00"
"18953",57905195,"E",79,"R","17","AR01S","CM00"
"18954",57905196,"E",33,"R","17","AR01S","CM00"
"18955",57905197,"E",68,"R","17","AR01S","CM00"
"18956",57905198,"E",74,"R","17","AR01S","CM00"
"18957",57905199,"E",73,"R","17","AR01S","CM00"
"18958",57905200,"E",43,"R","17","AR01S","CM00"
"18959",57905201,"E",68,"R","17","AR01S","CM00"
"18960",57905202,"E",54,"R","17","AR01S","CM00"
"18961",57905203,"E",82,"R","17","AR01S","CM00"
"18962",57905204,"E",71,"R","17","AR01S","CM00"
"18963",57905205,"E",57,"R","17","AR01S","CM00"
"18964",57905206,"E",76,"R","17","AR01S","CM00"
"18965",57905207,"E",65,"R","17","AR01S","CM00"
"18966",57905208,"E",52,"R","17","AR01S","CM00"
"18967",57905209,"E",71,"R","17","AR01S","CM00"
"18968",57905210,"E",73,"R","17","AR01S","CM00"
"18969",57905211,"E",55,"R","17","AR01S","CM00"
"18970",57905212,"E",89,"R","17","AR01S","CM00"
"18971",57905213,"E",74,"R","17","AR01S","CM00"
"18972",57905215,"E",50,"R","17","AR01S","CM00"
"18973",57905216,"E",42,"R","17","AR01S","CM00"
"18974",57905217,"E",100,"R","17","AR01S","CM00"
"18975",57905218,"E",43,"R","17","AR01S","CM00"
"18976",57905219,"E",64,"R","17","AR01S","CM00"
"18977",57905220,"E",54,"R","17","AR01S","CM00"
"18978",57905222,"E",72,"R","17","AR01S","CM00"
"18979",57905224,"E",88,"R","17","AR01S","CM00"
"18980",57905225,"E",45,"R","17","AR01S","CM00"
"18981",57905226,"E",61,"R","17","AR01S","CM00"
"18982",57905228,"E",72,"R","17","AR01S","CM00"
"18983",57905229,"E",68,"R","17","AR01S","CM00"
"18984",57905230,"E",80,"R","17","AR01S","CM00"
"18985",57905232,"E",66,"R","17","AR01S","CM00"
"18986",57905233,"E",71,"R","17","AR01S","CM00"
"18987",57905234,"E",74,"R","17","AR01S","CM00"
"18988",57905235,"E",51,"R","17","AR01S","CM00"
"18989",57905236,"E",55,"R","17","AR01S","CM00"
"18990",57905237,"E",73,"R","17","AR01S","CM00"
"18991",57905239,"E",77,"R","17","AR01S","CM00"
"18992",57905240,"E",56,"R","17","AR01S","CM00"
"18993",57905241,"E",NA,"R","17","AR01S","CM00"
"18994",57905244,"E",60,"R","17","AR01S","CM00"
"18995",57905247,"E",63,"R","17","AR01S","CM00"
"18996",57905250,"E",45,"R","17","AR01S","CM00"
"18997",57905260,"E",63,"R","17","AR01S","CM00"
"18998",57905263,"E",78,"R","17","AR01S","CM00"
"18999",57905264,"E",64,"R","17","AR01S","CM00"
"19000",57905265,"E",79,"R","17","AR01S","CM00"
"19001",57905266,"E",57,"R","17","AR01S","CM00"
"19002",57905268,"E",65,"R","17","AR01S","CM00"
"19003",57905269,"E",46,"R","17","AR01S","CM00"
"19004",57905270,"E",68,"R","17","AR01S","CM00"
"19005",57905271,"E",68,"R","17","AR01S","CM00"
"19006",57905272,"E",67,"R","17","AR01S","CM00"
"19007",57905273,"E",63,"R","17","AR01S","CM00"
"19008",57905274,"E",75,"R","17","AR01S","CM00"
"19009",57905275,"E",71,"R","17","AR01S","CM00"
"19010",57905276,"E",59,"R","17","AR01S","CM00"
"19011",57905277,"E",68,"R","17","AR01S","CM00"
"19012",57905278,"E",57,"R","17","AR01S","CM00"
"19013",57905279,"E",73,"R","17","AR01S","CM00"
"19014",57905280,"E",74,"R","17","AR01S","CM00"
"19015",57905281,"E",54,"R","17","AR01S","CM00"
"19016",57905283,"E",67,"R","17","AR01S","CM00"
"19017",57905284,"E",72,"R","17","AR01S","CM00"
"19018",57905285,"E",NA,"R","17","AR01S","CM00"
"19019",57905286,"E",60,"R","17","AR01S","CM00"
"19020",57905287,"E",80,"R","17","AR01S","CM00"
"19021",57905289,"E",62,"R","17","AR01S","CM00"
"19022",57905301,"E",40,"R","17","AR01S","CM00"
"19023",57905302,"E",NA,"R","17","AR01S","CM00"
"19024",57905303,"E",58,"R","17","AR01S","CM00"
"19025",57905304,"E",67,"R","17","AR01S","CM00"
"19026",57905305,"E",62,"R","17","AR01S","CM00"
"19027",57905306,"E",NA,"R","17","AR01S","CM00"
"19028",57905352,"M",NA,"R","17","AR01S","CM00"
"19029",57905353,"M",62,"R","17","AR01S","CM00"
"19030",57905354,"M",55,"R","17","AR01S","CM00"
"19031",57905355,"M",61,"R","17","AR01S","CM00"
"19032",57905356,"M",NA,"R","17","AR01S","CM00"
"19033",57905357,"M",98,"R","17","AR01S","CM00"
"19034",57905358,"M",41,"R","17","AR01S","CM00"
"19035",57905359,"M",81,"R","17","AR01S","CM00"
"19036",57905360,"M",76,"R","17","AR01S","CM00"
"19037",57905380,"S",38,"R","17","AR01S","CM00"
"19038",57905381,"S",98,"R","17","AR01S","CM00"
"19039",57905382,"S",54,"R","17","AR01S","CM00"
"19040",57905389,"S",28,"R","17","AR01S","CM00"
"19041",57905001,"S",58,"R","17","AR01S","CE00"
"19042",57905002,"S",52,"R","17","AR01S","CE00"
"19043",57905003,"S",67,"R","17","AR01S","CE00"
"19044",57905005,"S",58,"R","17","AR01S","CE00"
"19045",57905006,"S",58,"R","17","AR01S","CE00"
"19046",57905007,"S",52,"R","17","AR01S","CE00"
"19047",57905008,"S",47,"R","17","AR01S","CE00"
"19048",57905009,"S",36,"R","17","AR01S","CE00"
"19049",57905011,"M",NA,"R","17","AR01S","CE00"
"19050",57905012,"S",50,"R","17","AR01S","CE00"
"19051",57905013,"S",40,"R","17","AR01S","CE00"
"19052",57905014,"S",47,"R","17","AR01S","CE00"
"19053",57905015,"S",51,"R","17","AR01S","CE00"
"19054",57905016,"S",34,"R","17","AR01S","CE00"
"19055",57905017,"S",44,"R","17","AR01S","CE00"
"19056",57905018,"S",54,"R","17","AR01S","CE00"
"19057",57905021,"S",55,"R","17","AR01S","CE00"
"19058",57905022,"S",53,"R","17","AR01S","CE00"
"19059",57905023,"S",41,"R","17","AR01S","CE00"
"19060",57905024,"S",50,"R","17","AR01S","CE00"
"19061",57905025,"S",59,"R","17","AR01S","CE00"
"19062",57905026,"S",100,"R","17","AR01S","CE00"
"19063",57905028,"S",44,"R","17","AR01S","CE00"
"19064",57905029,"S",NA,"R","17","AR01S","CE00"
"19065",57905030,"S",NA,"R","17","AR01S","CE00"
"19066",57905032,"S",40,"R","17","AR01S","CE00"
"19067",57905033,"S",99,"R","17","AR01S","CE00"
"19068",57905034,"S",93,"R","17","AR01S","CE00"
"19069",57905035,"S",99,"R","17","AR01S","CE00"
"19070",57905036,"S",100,"R","17","AR01S","CE00"
"19071",57905037,"S",96,"R","17","AR01S","CE00"
"19072",57905038,"S",99,"R","17","AR01S","CE00"
"19073",57905039,"S",100,"R","17","AR01S","CE00"
"19074",57905042,"M",58,"R","17","AR01S","CE00"
"19075",57905043,"M",64,"R","17","AR01S","CE00"
"19076",57905044,"M",57,"R","17","AR01S","CE00"
"19077",57905045,"M",59,"R","17","AR01S","CE00"
"19078",57905046,"M",52,"R","17","AR01S","CE00"
"19079",57905047,"M",66,"R","17","AR01S","CE00"
"19080",57905048,"M",65,"R","17","AR01S","CE00"
"19081",57905049,"M",80,"R","17","AR01S","CE00"
"19082",57905050,"M",63,"R","17","AR01S","CE00"
"19083",57905051,"M",61,"R","17","AR01S","CE00"
"19084",57905052,"M",56,"R","17","AR01S","CE00"
"19085",57905053,"M",59,"R","17","AR01S","CE00"
"19086",57905054,"M",58,"R","17","AR01S","CE00"
"19087",57905055,"M",49,"R","17","AR01S","CE00"
"19088",57905056,"M",73,"R","17","AR01S","CE00"
"19089",57905057,"M",100,"R","17","AR01S","CE00"
"19090",57905058,"M",69,"R","17","AR01S","CE00"
"19091",57905059,"M",59,"R","17","AR01S","CE00"
"19092",57905060,"M",50,"R","17","AR01S","CE00"
"19093",57905062,"M",49,"R","17","AR01S","CE00"
"19094",57905066,"M",98,"R","17","AR01S","CE00"
"19095",57905068,"M",60,"R","17","AR01S","CE00"
"19096",57905069,"M",59,"R","17","AR01S","CE00"
"19097",57905071,"M",99,"R","17","AR01S","CE00"
"19098",57905072,"M",50,"R","17","AR01S","CE00"
"19099",57905073,"M",99,"R","17","AR01S","CE00"
"19100",57905074,"M",50,"R","17","AR01S","CE00"
"19101",57905075,"M",99,"R","17","AR01S","CE00"
"19102",57905076,"M",51,"R","17","AR01S","CE00"
"19103",57905077,"M",68,"R","17","AR01S","CE00"
"19104",57905079,"M",56,"R","17","AR01S","CE00"
"19105",57905083,"M",52,"R","17","AR01S","CE00"
"19106",57905085,"S",93,"R","17","AR01S","CE00"
"19107",57905088,"S",100,"R","17","AR01S","CE00"
"19108",57905090,"S",100,"R","17","AR01S","CE00"
"19109",57905100,"M",67,"R","17","AR01S","CE00"
"19110",57905101,"E",66,"R","17","AR01S","CE00"
"19111",57905102,"E",NA,"R","17","AR01S","CE00"
"19112",57905103,"E",55,"R","17","AR01S","CE00"
"19113",57905104,"E",68,"R","17","AR01S","CE00"
"19114",57905105,"E",77,"R","17","AR01S","CE00"
"19115",57905107,"E",61,"R","17","AR01S","CE00"
"19116",57905108,"E",57,"R","17","AR01S","CE00"
"19117",57905109,"E",61,"R","17","AR01S","CE00"
"19118",57905110,"E",76,"R","17","AR01S","CE00"
"19119",57905112,"E",70,"R","17","AR01S","CE00"
"19120",57905114,"E",52,"R","17","AR01S","CE00"
"19121",57905115,"E",61,"R","17","AR01S","CE00"
"19122",57905116,"E",75,"R","17","AR01S","CE00"
"19123",57905117,"E",61,"R","17","AR01S","CE00"
"19124",57905118,"E",64,"R","17","AR01S","CE00"
"19125",57905119,"E",63,"R","17","AR01S","CE00"
"19126",57905120,"E",68,"R","17","AR01S","CE00"
"19127",57905121,"E",51,"R","17","AR01S","CE00"
"19128",57905122,"E",45,"R","17","AR01S","CE00"
"19129",57905124,"E",48,"R","17","AR01S","CE00"
"19130",57905125,"E",77,"R","17","AR01S","CE00"
"19131",57905126,"E",74,"R","17","AR01S","CE00"
"19132",57905128,"E",39,"R","17","AR01S","CE00"
"19133",57905129,"E",57,"R","17","AR01S","CE00"
"19134",57905130,"E",68,"R","17","AR01S","CE00"
"19135",57905131,"E",81,"R","17","AR01S","CE00"
"19136",57905133,"E",57,"R","17","AR01S","CE00"
"19137",57905134,"E",99,"R","17","AR01S","CE00"
"19138",57905135,"E",74,"R","17","AR01S","CE00"
"19139",57905136,"E",77,"R","17","AR01S","CE00"
"19140",57905137,"E",84,"R","17","AR01S","CE00"
"19141",57905139,"E",41,"R","17","AR01S","CE00"
"19142",57905140,"E",59,"R","17","AR01S","CE00"
"19143",57905141,"E",61,"R","17","AR01S","CE00"
"19144",57905142,"E",45,"R","17","AR01S","CE00"
"19145",57905144,"E",67,"R","17","AR01S","CE00"
"19146",57905145,"E",71,"R","17","AR01S","CE00"
"19147",57905147,"E",81,"R","17","AR01S","CE00"
"19148",57905148,"E",74,"R","17","AR01S","CE00"
"19149",57905149,"E",76,"R","17","AR01S","CE00"
"19150",57905152,"E",76,"R","17","AR01S","CE00"
"19151",57905153,"E",68,"R","17","AR01S","CE00"
"19152",57905154,"E",70,"R","17","AR01S","CE00"
"19153",57905155,"E",61,"R","17","AR01S","CE00"
"19154",57905156,"E",71,"R","17","AR01S","CE00"
"19155",57905157,"E",55,"R","17","AR01S","CE00"
"19156",57905158,"E",68,"R","17","AR01S","CE00"
"19157",57905159,"E",56,"R","17","AR01S","CE00"
"19158",57905160,"E",85,"R","17","AR01S","CE00"
"19159",57905161,"E",56,"R","17","AR01S","CE00"
"19160",57905162,"E",75,"R","17","AR01S","CE00"
"19161",57905163,"E",48,"R","17","AR01S","CE00"
"19162",57905164,"E",62,"R","17","AR01S","CE00"
"19163",57905166,"E",67,"R","17","AR01S","CE00"
"19164",57905167,"E",64,"R","17","AR01S","CE00"
"19165",57905168,"E",74,"R","17","AR01S","CE00"
"19166",57905169,"E",73,"R","17","AR01S","CE00"
"19167",57905170,"E",70,"R","17","AR01S","CE00"
"19168",57905171,"E",83,"R","17","AR01S","CE00"
"19169",57905172,"E",77,"R","17","AR01S","CE00"
"19170",57905173,"E",80,"R","17","AR01S","CE00"
"19171",57905174,"E",65,"R","17","AR01S","CE00"
"19172",57905175,"E",62,"R","17","AR01S","CE00"
"19173",57905176,"E",71,"R","17","AR01S","CE00"
"19174",57905177,"E",60,"R","17","AR01S","CE00"
"19175",57905178,"E",75,"R","17","AR01S","CE00"
"19176",57905180,"E",76,"R","17","AR01S","CE00"
"19177",57905181,"E",72,"R","17","AR01S","CE00"
"19178",57905182,"E",70,"R","17","AR01S","CE00"
"19179",57905183,"E",65,"R","17","AR01S","CE00"
"19180",57905184,"E",81,"R","17","AR01S","CE00"
"19181",57905185,"E",73,"R","17","AR01S","CE00"
"19182",57905186,"E",60,"R","17","AR01S","CE00"
"19183",57905187,"E",74,"R","17","AR01S","CE00"
"19184",57905188,"E",53,"R","17","AR01S","CE00"
"19185",57905189,"E",64,"R","17","AR01S","CE00"
"19186",57905190,"E",69,"R","17","AR01S","CE00"
"19187",57905191,"E",52,"R","17","AR01S","CE00"
"19188",57905192,"E",62,"R","17","AR01S","CE00"
"19189",57905193,"E",80,"R","17","AR01S","CE00"
"19190",57905194,"E",73,"R","17","AR01S","CE00"
"19191",57905195,"E",73,"R","17","AR01S","CE00"
"19192",57905196,"E",39,"R","17","AR01S","CE00"
"19193",57905197,"E",68,"R","17","AR01S","CE00"
"19194",57905198,"E",76,"R","17","AR01S","CE00"
"19195",57905199,"E",76,"R","17","AR01S","CE00"
"19196",57905200,"E",44,"R","17","AR01S","CE00"
"19197",57905201,"E",75,"R","17","AR01S","CE00"
"19198",57905202,"E",62,"R","17","AR01S","CE00"
"19199",57905203,"E",81,"R","17","AR01S","CE00"
"19200",57905204,"E",73,"R","17","AR01S","CE00"
"19201",57905205,"E",60,"R","17","AR01S","CE00"
"19202",57905206,"E",75,"R","17","AR01S","CE00"
"19203",57905207,"E",65,"R","17","AR01S","CE00"
"19204",57905208,"E",58,"R","17","AR01S","CE00"
"19205",57905209,"E",76,"R","17","AR01S","CE00"
"19206",57905210,"E",78,"R","17","AR01S","CE00"
"19207",57905211,"E",58,"R","17","AR01S","CE00"
"19208",57905212,"E",92,"R","17","AR01S","CE00"
"19209",57905213,"E",72,"R","17","AR01S","CE00"
"19210",57905215,"E",55,"R","17","AR01S","CE00"
"19211",57905216,"E",47,"R","17","AR01S","CE00"
"19212",57905217,"E",100,"R","17","AR01S","CE00"
"19213",57905218,"E",47,"R","17","AR01S","CE00"
"19214",57905219,"E",64,"R","17","AR01S","CE00"
"19215",57905220,"E",59,"R","17","AR01S","CE00"
"19216",57905222,"E",73,"R","17","AR01S","CE00"
"19217",57905224,"E",94,"R","17","AR01S","CE00"
"19218",57905225,"E",51,"R","17","AR01S","CE00"
"19219",57905226,"E",62,"R","17","AR01S","CE00"
"19220",57905228,"E",68,"R","17","AR01S","CE00"
"19221",57905229,"E",75,"R","17","AR01S","CE00"
"19222",57905230,"E",68,"R","17","AR01S","CE00"
"19223",57905232,"E",68,"R","17","AR01S","CE00"
"19224",57905233,"E",75,"R","17","AR01S","CE00"
"19225",57905234,"E",77,"R","17","AR01S","CE00"
"19226",57905235,"E",57,"R","17","AR01S","CE00"
"19227",57905236,"E",61,"R","17","AR01S","CE00"
"19228",57905237,"E",74,"R","17","AR01S","CE00"
"19229",57905239,"E",82,"R","17","AR01S","CE00"
"19230",57905240,"E",61,"R","17","AR01S","CE00"
"19231",57905241,"E",NA,"R","17","AR01S","CE00"
"19232",57905244,"E",64,"R","17","AR01S","CE00"
"19233",57905247,"E",65,"R","17","AR01S","CE00"
"19234",57905250,"E",50,"R","17","AR01S","CE00"
"19235",57905260,"E",63,"R","17","AR01S","CE00"
"19236",57905263,"E",74,"R","17","AR01S","CE00"
"19237",57905264,"E",61,"R","17","AR01S","CE00"
"19238",57905265,"E",81,"R","17","AR01S","CE00"
"19239",57905266,"E",56,"R","17","AR01S","CE00"
"19240",57905268,"E",71,"R","17","AR01S","CE00"
"19241",57905269,"E",45,"R","17","AR01S","CE00"
"19242",57905270,"E",60,"R","17","AR01S","CE00"
"19243",57905271,"E",72,"R","17","AR01S","CE00"
"19244",57905272,"E",73,"R","17","AR01S","CE00"
"19245",57905273,"E",67,"R","17","AR01S","CE00"
"19246",57905274,"E",76,"R","17","AR01S","CE00"
"19247",57905275,"E",74,"R","17","AR01S","CE00"
"19248",57905276,"E",63,"R","17","AR01S","CE00"
"19249",57905277,"E",72,"R","17","AR01S","CE00"
